AT,AP,AH,AFDP,CDP,GTEP,P_oil,P_suc,P_dis,TIT,TAT,T_bearing,T_oil,m_fuel,m_air,V_shaft,N1,P_out,CO,N2,EGT,dEGT,HR,SM,NOx,EGT_Expected,EGT_norm,SM_prox,eta_resid,AFDP_ma,dP_filter,V_harm_1x,V_harm_2x,fault_type
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,40.875,1000.0,100.0,10.0,68.832,180.0,50.0,62.656598318617526,450.0,18.29965855661133,9000.0,22.567242702467105,20.0,691.6,0.6506651243493349,0.24775857658442982,-1.0,8.0,0.0,9.688362768731324,5.009947784460529,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,41.301,1000.0,100.0,10.0,68.771,180.0,50.0,61.85897979553948,450.0,4.022555393237321,9000.0,22.80926934199341,20.0,691.6,0.6506651243493349,0.239691021933553,-1.0,8.0,0.0,10.020662989673621,5.191349545314356,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,41.805,1000.0,100.0,10.0,68.696,180.0,50.0,61.51441358203017,450.0,3.803852862934985,9000.0,24.244193000392738,20.0,691.6,0.6506651243493349,0.19186023332024207,-1.0,8.0,0.0,8.837484612680583,4.742241069549417,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,42.203,1000.0,100.0,10.0,68.639,180.0,50.0,60.7025892149582,450.0,2.7014741607797275,9000.0,23.3711502172497,20.0,691.6,0.6506651243493349,0.22096165942501003,-1.0,8.0,0.0,9.890604168033727,4.942981518202432,normal
3.0,980.0,20.0,8.0,15.419544021806631,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,42.613,1000.0,100.0,10.0,69.008,180.0,50.0,62.604273154012,450.0,1.028875993537857,9599.31097689968,15.13470303798368,20.0,691.6,0.6506651243493349,0.21510378152536802,-1.0,8.0,0.0,9.377044526373467,4.831258240562008,compressor
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.004,1000.0,100.0,10.0,68.845,180.0,50.0,61.75080568814192,450.0,4.185358892058008,9000.0,22.38131364161493,20.0,691.6,0.6506651243493349,0.25395621194616896,-1.0,8.0,0.0,9.633866322648274,5.20959617442212,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1013.7000711815217,500.0,60.0,43.281,1000.0,100.0,10.0,68.955,180.0,50.0,62.12380634140573,462.50602935342044,4.003918874372597,9325.455981771422,24.475995895795034,24.705232771240517,691.6,0.6506651243493349,0.18413347014016554,-1.0,8.0,0.0,9.727870508571344,5.013902737618581,hot_section
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.535,1000.0,100.0,10.0,69.066,180.0,50.0,62.07542046048033,450.0,4.17198696149525,9000.0,24.005101946574996,20.0,691.6,0.6506651243493349,0.1998299351141668,-1.0,8.0,0.0,9.841849921815424,4.897640137162219,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.855,1000.0,100.0,10.0,69.121,180.0,50.0,62.75512108646883,450.0,2.4119129166022932,9000.0,22.9700218429108,20.0,691.6,0.6506651243493349,0.23433260523630667,-1.0,8.0,0.0,10.205815268187067,4.726332038175105,normal
3.0,980.0,20.0,8.0,15.3232559277614,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.184,1000.0,100.0,10.0,69.089,174.62897338683052,50.0,61.80023025648579,450.0,1.8006833083113172,9000.0,24.235217952946368,20.0,691.6,0.6506651243493349,0.1921594015684544,-1.0,8.0,0.0,10.521256684721338,4.9099827157833955,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.406,1000.0,100.0,10.0,69.457,180.0,50.0,61.48300664268443,450.0,10.978268625540316,9000.0,22.95464407017624,20.0,691.6,0.6506651243493349,0.234845197660792,-1.0,8.0,0.0,9.935732668527983,5.002849763181421,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.566,1000.0,100.0,10.0,69.094,180.0,50.0,61.97526411464401,450.0,4.301843053612992,9000.0,24.546524869117032,20.0,691.6,0.6506651243493349,0.18178250436276558,-1.0,8.0,0.0,10.683231735274843,4.9035389831452205,normal
3.0,980.0,20.0,8.0,15.763511679665992,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.773,1000.0,100.0,10.0,69.266,174.19614343384237,50.0,62.74534295137357,450.0,5.158563942641866,9000.0,23.69274521737561,20.0,691.6,0.6506651243493349,0.21024182608747968,-1.0,8.0,0.0,9.667402663256693,5.452922335039373,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.945,1000.0,100.0,10.0,69.544,180.0,50.0,62.39864966203612,450.0,8.371727532835251,9000.0,23.975704749120514,20.0,691.6,0.6506651243493349,0.20080984169598287,-1.0,8.0,0.0,10.17575503504651,5.3523535103570286,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,82.65952338871088,49.84182728291898,1000.0,100.0,15.991647916245379,69.512,180.0,50.0,63.26730956292966,450.0,4.554579062421694,9000.0,23.688687802296077,20.0,691.6,0.6506651243493349,0.21037707325679744,-1.0,8.0,0.0,10.451735090825904,4.051093132361911,bearing tube
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.281,1000.0,100.0,10.0,69.645,180.0,50.0,61.46649726413132,450.0,4.970163534128259,9000.0,23.77592283453884,20.0,691.6,0.6506651243493349,0.20746923884870536,-1.0,8.0,0.0,10.047006148880438,4.3388453639113145,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.426,1000.0,100.0,10.0,69.32,180.0,50.0,62.53489413519549,450.0,1.8448773422653493,9000.0,23.314595940529387,20.0,691.6,0.6506651243493349,0.2228468019823538,-1.0,8.0,0.0,9.628250375323095,4.938829767780693,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.43,1000.0,100.0,10.0,68.923,180.0,50.0,62.94438391147063,450.0,1.426185118927251,9000.0,23.128251014381235,20.0,691.6,0.6506651243493349,0.2290582995206255,-1.0,8.0,0.0,9.53913731187079,4.852233355948276,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.699,1000.0,100.0,10.0,69.12,180.0,50.0,60.79032215579858,450.0,7.165658893546667,9000.0,23.061412964569993,20.0,691.6,0.6506651243493349,0.23128623451433358,-1.0,8.0,0.0,9.77113708716633,5.074775049124513,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,67.79044991460155,49.72476445490295,1000.0,100.0,28.343275108297394,69.269,180.0,50.0,61.819093808656504,450.0,2.1530404401333927,9000.0,24.180705873881273,20.0,691.6,0.6506651243493349,0.19397647087062425,-1.0,8.0,0.0,10.110097561735024,5.076062675857898,bearing tube
3.0,980.0,20.0,8.0,15.852093375542104,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.875,1000.0,100.0,10.0,69.147,174.1294920856579,50.0,62.02836968488487,450.0,1.9121118570627158,9000.0,22.902535394002935,20.0,691.6,0.6506651243493349,0.23658215353323547,-1.0,8.0,0.0,9.495190908230631,5.741243564267867,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,65.8620787963267,54.59267746914027,1000.0,100.0,33.8044526560861,69.09,180.0,50.0,62.67613474758442,450.0,3.921802157566894,9000.0,22.87724450935559,20.0,691.6,0.6506651243493349,0.23742518302148027,-1.0,8.0,0.0,9.895412212564143,4.610792733057702,bearing tube
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.098,1000.0,100.0,10.0,69.166,180.0,50.0,62.36812719316727,450.0,3.8196151732452233,9000.0,22.961460200105577,20.0,691.6,0.6506651243493349,0.2346179933298141,-1.0,8.0,0.0,9.92038749504276,4.86783824750555,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.012,1000.0,100.0,10.0,69.217,180.0,50.0,62.08326862436905,450.0,2.194986987113417,9000.0,23.137755441097717,20.0,691.6,0.6506651243493349,0.22874148529674276,-1.0,8.0,0.0,10.270422792342904,5.714970062622315,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.258,1000.0,100.0,10.0,69.216,180.0,50.0,61.21886030000078,450.0,3.3900535625738,9000.0,23.048460907554798,20.0,691.6,0.6506651243493349,0.2317179697481734,-1.0,8.0,0.0,10.10732956125317,5.2263460486706474,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.273,1000.0,100.0,10.0,69.196,180.0,50.0,61.54493775707557,450.0,6.458751435300209,9000.0,22.789457712554,20.0,691.6,0.6506651243493349,0.2403514095815333,-1.0,8.0,0.0,10.177686354519961,5.232072180331691,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.352,1000.0,100.0,10.0,69.107,180.0,50.0,62.62856496589094,450.0,2.388012782336405,9000.0,24.126840733060234,20.0,691.6,0.6506651243493349,0.19577197556465886,-1.0,8.0,0.0,9.67308569529083,4.820097769909387,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.441,1000.0,100.0,10.0,69.128,180.0,50.0,62.39399366454837,450.0,1.2126550312676567,9000.0,23.117265013503577,20.0,691.6,0.6506651243493349,0.22942449954988078,-1.0,8.0,0.0,9.935193183153615,4.423173690200521,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.602,1000.0,100.0,10.0,68.889,180.0,50.0,62.97185860061373,450.0,5.885187241799585,9000.0,23.42578201302503,20.0,691.6,0.6506651243493349,0.2191405995658323,-1.0,8.0,0.0,10.391987735030666,5.058612660477959,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.672,1000.0,100.0,10.0,68.946,180.0,50.0,61.14816828965801,450.0,4.984593823876073,9000.0,23.618444887544197,20.0,691.6,0.6506651243493349,0.21271850374852677,-1.0,8.0,0.0,10.74671557261038,5.038154930737542,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.445,1000.0,100.0,10.0,69.148,180.0,50.0,60.57365330421981,450.0,2.758962758702677,9000.0,22.658166767285802,20.0,691.6,0.6506651243493349,0.24472777442380658,-1.0,8.0,0.0,9.37046723394794,4.570426781014399,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.605,1000.0,100.0,10.0,68.989,180.0,50.0,62.33006203729395,450.0,0.8356659677461642,9478.402187473152,17.23863549769652,20.0,691.6,0.6506651243493349,0.2607676510157282,-1.0,8.0,0.0,10.756961887369531,4.760870668376803,compressor
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.777,1000.0,100.0,10.0,69.118,180.0,50.0,61.243853232804724,450.0,2.5107532871228737,9000.0,23.720432609268716,20.0,691.6,0.6506651243493349,0.20931891302437614,-1.0,8.0,0.0,10.672937711891153,4.97478471209547,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1003.2010682966438,500.0,60.0,46.777,1000.0,100.0,10.0,68.943,180.0,50.0,61.754775535949655,450.0,11.697773561616106,9000.0,23.015067987305216,20.0,691.6,0.6506651243493349,0.23283106708982615,-1.0,8.0,0.0,10.390655700350212,4.669336931928728,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.852,1000.0,100.0,10.0,69.134,180.0,50.0,61.831627973046444,450.0,6.331344179767639,9000.0,23.26578459108546,20.0,691.6,0.6506651243493349,0.224473846963818,-1.0,8.0,0.0,10.13222781516465,4.965605511251724,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.816,1000.0,100.0,10.0,69.019,180.0,50.0,62.54274639766192,450.0,8.424892168044138,9000.0,23.127766785215474,20.0,691.6,0.6506651243493349,0.22907444049281753,-1.0,8.0,0.0,9.843038592731787,5.033419059614309,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.84,1000.0,100.0,10.0,69.158,180.0,50.0,61.4091415753582,450.0,10.08333978768598,9000.0,23.49059055416274,20.0,691.6,0.6506651243493349,0.216980314861242,-1.0,8.0,0.0,10.729010341768479,5.01245518296942,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.918,1000.0,100.0,10.0,69.141,180.0,50.0,61.98492537046807,450.0,5.3502893197897965,9000.0,23.8400373140332,20.0,691.6,0.6506651243493349,0.20533208953222667,-1.0,8.0,0.0,10.980129158224983,4.82279791958999,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,70.08064707638002,53.060641177914846,1000.0,100.0,30.841678831583405,69.201,180.0,50.0,61.67520608742116,450.0,0.7625346802438413,9000.0,23.210278955698488,20.0,691.6,0.6506651243493349,0.2263240348100504,-1.0,8.0,0.0,10.900817434933064,5.207811825125038,bearing tube
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.012,1000.0,100.0,10.0,69.341,180.0,50.0,62.779667243094934,450.0,6.0675723358777995,9000.0,23.015574881769695,20.0,691.6,0.6506651243493349,0.23281417060767684,-1.0,8.0,0.0,10.657551882367184,5.311908433998815,normal
3.0,980.0,20.0,8.0,15.595992541826737,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.996,1000.0,100.0,10.0,69.234,175.14399718487957,50.0,60.49774549282424,450.0,1.6350988555871253,9000.0,24.581838851194263,20.0,691.6,0.6506651243493349,0.1806053716268579,-1.0,8.0,0.0,10.178690205329477,5.1122969065982975,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.043,1000.0,100.0,10.0,69.187,180.0,50.0,61.58166711289628,450.0,4.663990986913869,9000.0,23.782203889036076,20.0,691.6,0.6506651243493349,0.20725987036546414,-1.0,8.0,0.0,9.395840683858914,4.7136194204133925,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.172,1000.0,100.0,10.0,69.226,180.0,50.0,62.04820974251454,450.0,4.4933662992214884,9000.0,24.181217769534275,20.0,691.6,0.6506651243493349,0.19395940768219083,-1.0,8.0,0.0,9.997772933439958,5.256078299324905,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.082,1000.0,100.0,10.0,69.265,180.0,50.0,61.95006558482575,450.0,6.16917278292769,9000.0,22.985301659495125,20.0,691.6,0.6506651243493349,0.23382327801682917,-1.0,8.0,0.0,10.328237467538168,4.824495993536532,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.156,1000.0,100.0,10.0,69.117,180.0,50.0,61.681662557956095,450.0,5.101848761787081,9000.0,23.036798069861483,20.0,691.6,0.6506651243493349,0.23210673100461723,-1.0,8.0,0.0,9.355819268125224,5.307706216400795,normal
3.0,980.0,20.0,8.0,15.121955457869639,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.172,1000.0,100.0,10.0,69.349,173.8867666686449,50.0,61.91295246851385,450.0,0.7545809834599622,9000.0,23.26106175427637,20.0,691.6,0.6506651243493349,0.22463127485745435,-1.0,8.0,0.0,10.197561030091006,4.624874404092894,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.25,1000.0,100.0,10.0,69.368,180.0,50.0,64.12267257292486,450.0,2.4304415056880173,9000.0,23.33309877463984,20.0,691.6,0.6506651243493349,0.22223004084533868,-1.0,8.0,0.0,10.214931847411115,5.320063521095073,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,66.83957088595545,54.45361532000759,1000.0,100.0,27.541064734001615,69.233,180.0,50.0,62.46781877902269,450.0,4.27641025870656,9000.0,23.075084041642732,20.0,691.6,0.6506651243493349,0.23083053194524225,-1.0,8.0,0.0,10.348021361981434,4.992977790884582,bearing tube
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.105,1000.0,100.0,10.0,69.311,180.0,50.0,61.636912903116134,450.0,3.610040227760426,9000.0,23.450489872850884,20.0,691.6,0.6506651243493349,0.21831700423830386,-1.0,8.0,0.0,9.407941016621406,4.5629378883829546,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.254,1000.0,100.0,10.0,69.258,180.0,50.0,61.23717764270237,450.0,4.955221459513541,9000.0,22.875000625964002,20.0,691.6,0.6506651243493349,0.23749997913453325,-1.0,8.0,0.0,9.669148713980482,4.890135184811603,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.344,1000.0,100.0,10.0,69.188,180.0,50.0,62.700072514640134,450.0,5.57873311133941,9000.0,23.566200634660557,20.0,691.6,0.6506651243493349,0.2144599788446481,-1.0,8.0,0.0,9.781782376428389,5.01893579757004,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.34,1000.0,100.0,10.0,69.368,180.0,50.0,63.36643761707029,450.0,5.216903472859358,9000.0,23.037545920935216,20.0,691.6,0.6506651243493349,0.2320818026354928,-1.0,8.0,0.0,9.415099046113568,5.095476968707558,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.168,1000.0,100.0,10.0,69.268,180.0,50.0,61.83235072937573,450.0,3.5714501148910696,9000.0,24.26626890181304,20.0,691.6,0.6506651243493349,0.19112436993956539,-1.0,8.0,0.0,10.869683938565068,4.656234156270658,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.434,1000.0,100.0,10.0,69.435,180.0,50.0,61.63715498851562,450.0,0.30732597775903914,9000.0,23.522752283858157,20.0,691.6,0.6506651243493349,0.2159082572047281,-1.0,8.0,0.0,9.752044635778924,4.612419433492183,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.266,1000.0,100.0,10.0,69.343,180.0,50.0,61.5056611125016,450.0,3.0890375022903656,9000.0,24.03261431649736,20.0,691.6,0.6506651243493349,0.19891285611675472,-1.0,8.0,0.0,10.164484814730102,5.069854586496478,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.066,1000.0,100.0,10.0,69.341,180.0,50.0,63.12654905568432,450.0,4.83273629627791,9000.0,22.6256624404499,20.0,691.6,0.6506651243493349,0.2458112519850033,-1.0,8.0,0.0,9.870713727263038,4.836637634092069,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.422,1000.0,100.0,10.0,69.339,180.0,50.0,62.717422515039026,450.0,3.256287081781597,9000.0,22.812952792427776,20.0,691.6,0.6506651243493349,0.23956824025240747,-1.0,8.0,0.0,10.79173643940106,5.082426964105578,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.516,1000.0,100.0,10.0,69.284,180.0,50.0,62.36763199017142,450.0,5.262549460243153,9000.0,23.169834300292163,20.0,691.6,0.6506651243493349,0.22767218999026126,-1.0,8.0,0.0,10.66018049354092,5.265831832867432,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.426,1000.0,100.0,10.0,69.388,180.0,50.0,61.23375550183132,450.0,5.816786594534609,9000.0,24.824135464250794,20.0,691.6,0.6506651243493349,0.17252881785830684,-1.0,8.0,0.0,10.316676311412458,4.422924421777168,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.426,1000.0,100.0,10.0,69.333,180.0,50.0,63.369910914080876,450.0,4.253733952591685,9000.0,23.397462732663953,20.0,691.6,0.6506651243493349,0.22008457557786823,-1.0,8.0,0.0,8.898245059676675,5.089035840781166,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.504,1000.0,100.0,10.0,69.304,180.0,50.0,62.527690682941135,450.0,2.1275597326247917,9000.0,23.1369299029103,20.0,691.6,0.6506651243493349,0.22876900323632335,-1.0,8.0,0.0,10.026014487129943,5.428626438637506,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,68.80781824509849,60.5017001132448,1000.0,100.0,22.865187469008298,69.33,180.0,50.0,62.36172819223231,450.0,1.4438232745763933,9000.0,23.541393936726326,20.0,691.6,0.6506651243493349,0.21528686877578912,-1.0,8.0,0.0,10.341843095388267,4.895865604470334,bearing tube
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.754,1000.0,100.0,10.0,69.343,180.0,50.0,61.41681041222442,450.0,7.772378317112164,9000.0,23.025828412556113,20.0,691.6,0.6506651243493349,0.23247238624812958,-1.0,8.0,0.0,10.501980787921086,4.71621489586685,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.91,1000.0,100.0,10.0,69.27,180.0,50.0,62.3606377643296,450.0,2.906924413943244,9000.0,22.122698827066834,20.0,691.6,0.6506651243493349,0.26257670576443887,-1.0,8.0,0.0,9.6910464776462,5.263285339512858,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.766,1000.0,100.0,10.0,69.35,180.0,50.0,62.343503175931275,450.0,0.03171355374200813,9000.0,24.049727502154365,20.0,691.6,0.6506651243493349,0.1983424165948545,-1.0,8.0,0.0,10.911005681664161,5.0887062806728505,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.762,1000.0,100.0,10.0,69.395,180.0,50.0,61.5839092061636,450.0,6.470494776620544,9000.0,22.90417576096445,20.0,691.6,0.6506651243493349,0.23652747463451837,-1.0,8.0,0.0,9.339784514993353,5.313559074772146,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.992,1000.0,100.0,10.0,69.459,180.0,50.0,61.90021655012676,450.0,27.981389934377457,9000.0,22.99671581906363,20.0,691.6,0.6506651243493349,0.23344280603121229,-1.0,8.0,0.0,9.66923598909239,4.879174501482052,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.73,1000.0,100.0,10.0,69.357,180.0,50.0,61.49624866550219,450.0,6.209880977915451,9000.0,22.556869134145632,20.0,691.6,0.6506651243493349,0.2481043621951456,-1.0,8.0,0.0,10.467524994057012,4.481363604197226,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.934,1000.0,100.0,10.0,69.568,180.0,50.0,61.41318371089393,450.0,4.553917350438731,9000.0,23.12791681602243,20.0,691.6,0.6506651243493349,0.22906943946591898,-1.0,8.0,0.0,10.024527306912656,4.961496232351062,normal
